id,x,y,weight,class
50,439.14523,380.4129,503.97787,0.59319484
51,194.7631,235.59276,323.17648,0.19347344
52,562.2455,132.22774,414.90652,0.65471375
53,368.1706,88.57267,483.37442,0.31930068
54,275.1289,125.08959,183.44342,0.17825803
55,344.68423,255.24284,447.41516,0.36733657
56,251.66028,197.08287,463.49585,0.2001008
57,420.58273,378.06192,288.99216,0.567479
58,646.78796,404.77365,333.38553,0.9047304
59,339.20636,362.94437,316.36737,0.45794576
60,439.55194,525.23254,277.2583,0.72649866
61,454.0727,214.79024,499.83408,0.503766
62,473.35312,550.0,344.54346,0.7877364
63,178.5046,539.61554,143.93915,0.57113504
64,413.86603,452.54565,441.6056,0.6273743
65,611.683,363.05746,493.4241,0.82704765
66,640.35693,162.9968,471.27072,0.792452
67,313.22968,297.39706,470.64966,0.36544707
68,298.0614,96.8071,512.4098,0.20361695
69,228.5635,72.21058,179.73048,0.08111416
70,406.34412,120.27256,232.38956,0.3903139
71,508.7751,500.3643,484.7634,0.7837999
72,261.97156,470.84723,454.62177,0.5145298
73,466.5787,190.68593,318.7611,0.51307935
74,281.6383,399.696,433.09607,0.44410905
75,387.23767,168.82448,513.3056,0.37627247
76,643.20374,263.08716,422.36197,0.82796645
77,422.7178,209.86241,446.8366,0.45209464
78,332.14093,146.48149,499.6972,0.27839327
79,302.30975,74.09895,486.3655,0.20558183
80,413.34457,50.76193,498.69168,0.39292005
81,649.5206,234.234,428.2375,0.8276785
82,344.66895,144.4422,463.65036,0.29741204
83,233.39603,231.24437,470.5662,0.21615301
84,234.77539,188.29343,503.1875,0.17275587
85,398.42737,338.16873,484.10483,0.5054337
86,533.42664,365.37698,493.85156,0.7120717
87,388.37814,318.26282,497.84674,0.4759012
88,175.67343,334.17242,531.8911,0.30981076
89,617.7172,518.33435,427.0735,0.9409394
90,557.0183,151.93214,392.4483,0.6501375
91,626.5171,195.49986,518.11957,0.77751446
92,644.864,167.61899,419.16364,0.8010433
93,524.92725,266.65796,406.7725,0.64077085
94,551.947,122.23035,466.91788,0.6355233
95,218.01953,306.02518,435.66504,0.29131052
96,590.72296,489.55093,505.98535,0.88209397
97,197.66814,282.97452,449.8312,0.25282475
98,617.32544,201.79843,466.4998,0.76412123
99,305.28992,215.14389,447.0378,0.28293252
100,645.47394,546.48315,422.96606,1.0003405
101,329.1496,422.64716,483.88376,0.5097645
102,276.01587,354.2792,503.3393,0.38838494
103,199.69443,456.75195,428.4668,0.47044414
104,524.5374,155.07663,534.6668,0.5966285
105,285.24548,293.5,475.37296,0.3315601
106,344.66345,403.79825,475.07184,0.5049261
107,459.36084,57.250454,269.9761,0.47146496
108,302.11588,323.55908,497.05496,0.37949327
109,279.14728,272.6989,494.49802,0.304128
110,352.75555,504.52417,470.8103,0.61977893
111,330.19977,354.45935,193.82191,0.4399063
112,478.7233,294.61096,488.98038,0.58591115
113,313.51428,251.48735,526.30273,0.32381448
114,254.26369,197.96426,129.21576,0.20394638
115,354.11078,150.1886,495.06964,0.31504965
116,180.98293,213.08012,314.9408,0.15934461
117,645.669,128.96564,436.29016,0.7950953
118,524.78186,197.5662,506.63425,0.61036444
119,504.61417,336.35617,426.39966,0.6508534
120,345.14752,270.15143,474.75125,0.37999484
121,284.86325,368.75702,311.3187,0.41186705
122,469.93832,421.9139,395.1562,0.66753066
123,318.85187,286.36615,510.64523,0.3615417
124,254.43448,495.6833,493.42413,0.5405052
125,538.19,391.16055,482.575,0.7366062
126,632.7319,57.973564,506.1328,0.7669956
127,493.9506,179.90042,497.0594,0.5536044
128,514.3816,114.52239,491.56323,0.5707434
129,248.49586,213.11803,393.6668,0.21208644
130,521.1389,376.2268,379.22446,0.7018513
131,373.22876,425.6961,518.98334,0.55669045
132,206.67676,191.9696,536.1924,0.15000317
133,337.0395,440.1608,480.04398,0.535833
134,627.2158,197.11348,463.82407,0.7791383
135,211.34271,401.8889,514.0603,0.40562677
136,331.33984,531.9049,545.6749,0.6328578
137,256.91495,119.52926,390.54834,0.14714922
138,191.11823,536.1057,162.78984,0.568736
139,439.6243,131.50876,514.5123,0.44878408
140,460.05954,198.75235,442.10767,0.5059601
141,340.00662,529.8259,444.45154,0.637275
142,571.3747,547.25867,505.2705,0.90297914
143,511.57126,251.72379,479.74103,0.61235285
144,550.9503,314.1185,489.62872,0.7065102
145,450.8382,536.4208,359.0828,0.74973446
146,203.91933,76.60263,527.0951,0.042347435
147,192.91649,330.94714,340.14844,0.3104871
148,359.57648,89.15645,453.63934,0.30489212
149,599.8337,99.67262,526.0417,0.7135459
150,236.479,312.70786,517.2672,0.31086338
151,381.81775,173.52544,431.9059,0.36983663
152,528.454,533.27295,499.33664,0.83703196
153,545.96155,329.7964,479.59262,0.70805657
154,159.16599,110.86351,493.27692,0.023885367
155,233.80762,162.98242,360.3956,0.14760591
156,607.1007,512.38574,449.09747,0.9219198
157,536.64154,126.05069,394.99,0.61037934
158,525.15466,465.4926,485.79843,0.77526236
159,545.0117,55.606224,449.82544,0.61742723
160,557.38477,375.60016,389.84943,0.7537463
161,627.13806,218.13896,471.11536,0.7854778
162,273.49057,50.0,379.20273,0.15450102
163,380.94354,394.49615,507.79138,0.5347197
164,617.2791,140.60344,384.89627,0.7490843
165,544.2053,170.83272,454.44482,0.63371
166,559.00916,274.4335,430.91727,0.6981497
167,559.82263,288.258,433.97272,0.7063135
168,340.50885,258.05914,479.75497,0.36404565
169,267.25958,50.027077,403.97632,0.1438791
170,577.3596,245.19386,419.7891,0.71426195
171,528.26025,389.0699,347.02414,0.72103566
172,644.10815,354.93747,526.6534,0.872256
173,413.9092,508.8918,508.73453,0.6830315
174,436.35394,86.00565,456.3709,0.43440863
175,190.706,214.47455,544.0773,0.16571745
176,246.55957,358.63272,462.81763,0.37148237
177,633.9,368.54877,341.9077,0.8640477
178,365.91565,79.314575,410.0334,0.31407607
179,614.8175,360.16675,501.97644,0.8301572
180,603.5204,337.0811,444.838,0.79993695
181,555.5148,244.61816,432.67633,0.6788881
182,237.9445,89.58159,457.75778,0.10253365
183,404.52893,240.84532,514.9652,0.44204107
184,599.6223,403.58603,529.60803,0.8338848
185,333.98218,240.52791,463.57327,0.34139574
186,326.4331,397.59265,475.82114,0.4805327
187,390.61786,164.4094,486.3702,0.37973693
188,176.70271,532.04156,496.27628,0.561266
189,587.8893,542.5547,532.08386,0.92037135
190,523.49426,502.0582,398.41623,0.80370134
191,478.36502,434.5683,526.5697,0.6889716
192,389.7074,148.36172,530.97485,0.37178177
193,438.81104,538.4531,480.8628,0.73886955
194,364.44592,198.34676,475.1423,0.3561259
195,288.61105,85.66368,428.2377,0.1848352
196,391.94855,414.61423,524.6441,0.56636393
197,526.7865,113.81654,450.463,0.591593
198,161.18399,190.36668,331.4724,0.1247273
199,362.44217,115.14469,474.9094,0.31580895
200,427.9228,114.40684,426.4956,0.4250384
201,164.53683,382.06284,520.7378,0.36896762
202,314.08444,241.8921,450.01126,0.31634343
203,326.16486,141.65129,402.03192,0.26665235
204,490.48215,234.24759,528.006,0.5706134
205,396.23114,374.262,469.4571,0.5339974
206,493.13986,423.06802,466.02338,0.6987306
207,521.25415,60.070126,448.33517,0.5770304
208,552.77686,259.93265,467.70456,0.6813945
209,405.15903,198.53839,497.6332,0.41887864
210,314.89487,232.52063,460.65656,0.30962962
211,602.3331,97.693924,349.81833,0.71758556
212,551.97906,459.28644,476.5137,0.8061175
213,231.74646,130.14923,430.69574,0.117422916
214,398.45496,468.73282,416.36118,0.62643
215,625.7079,527.32825,462.58023,0.9587221
216,172.60147,417.96548,425.46912,0.41563603
217,353.34937,364.4548,535.9452,0.47487664
218,269.56644,473.0078,540.06934,0.5215773
219,564.8832,487.89728,454.793,0.8458833
220,426.36642,304.37006,345.50107,0.5166382
221,563.55255,473.3528,150.49605,0.8326914
222,531.9259,525.67334,470.49738,0.83467644
223,599.96466,482.5868,350.11337,0.88953984
224,524.4606,430.93002,451.12,0.7468781
225,645.9894,95.07476,333.7318,0.7915525
226,429.14178,425.03394,514.28503,0.6194606
227,362.73065,547.40173,363.48608,0.67559636
228,183.32678,367.7297,481.38657,0.35395902
229,585.0365,495.5913,409.77188,0.8790186
230,548.0346,459.40042,415.95532,0.80087006
231,632.90643,529.746,427.18832,0.9703961
232,637.5438,549.01447,207.99432,0.99152267
233,525.8307,367.2381,383.57117,0.70234805
234,264.00635,301.43335,500.6988,0.31977096
235,204.34137,139.463,458.2793,0.09169116
236,397.20102,461.36166,550.0,0.6177445
237,361.64758,232.67729,365.91257,0.3740647
238,318.5996,536.5292,482.19223,0.6287263
239,399.0325,109.637024,453.6452,0.37548512
240,171.59177,272.7987,451.5747,0.2312596
241,200.04327,215.85213,493.21878,0.17285855
242,424.7227,384.81018,373.7264,0.578494
243,285.7027,324.79132,357.75925,0.36473006
244,208.96336,424.44952,501.183,0.43284285
245,525.302,241.606,421.99982,0.6292729
246,234.27144,419.9149,409.4684,0.4380042
247,365.7434,258.88684,322.78784,0.39875716
248,366.3078,478.45877,549.96204,0.60406965
249,650.0,491.03424,438.87488,0.96587396
250,188.06735,429.84946,534.3524,0.43356806
251,467.27863,361.07236,469.0647,0.615427
252,256.8003,279.03198,417.11865,0.2889889
253,545.15063,403.3486,312.3786,0.7550953
254,317.65012,352.5936,475.75308,0.42501995
255,167.51613,232.59438,428.2393,0.17950189
256,479.39993,222.57393,252.68513,0.54753983
257,291.05457,144.84985,439.59958,0.21365038
258,456.63712,124.83753,414.37186,0.47557405
259,508.78418,100.72096,503.3338,0.55915445
260,645.85535,232.35692,190.38374,0.82101774
261,300.43848,167.35587,378.57428,0.24146858
262,507.9506,544.068,507.29236,0.8219563
263,182.78027,539.0307,407.63324,0.5710052
264,251.64633,350.78235,494.0042,0.3657564
265,540.46204,390.89096,494.70874,0.73965496
266,445.80423,206.0908,535.13934,0.48654732
267,291.87335,298.77014,535.0315,0.34372193
268,296.62744,151.02692,499.05533,0.22570054
269,280.64777,67.00898,522.54175,0.16787097
270,591.58746,425.36252,451.3035,0.8367297
271,541.9562,438.7691,223.16238,0.7767213
272,512.3249,533.7698,523.79193,0.8178176
273,389.75964,549.44476,232.49489,0.70170736
274,382.518,427.26608,505.26135,0.5682007
275,588.8963,503.1053,477.12476,0.8900815
276,627.3178,267.57074,522.5313,0.80408347
277,375.71222,441.04813,400.79865,0.5747274
278,383.83844,67.364845,548.7352,0.34329703
279,443.6119,195.30606,519.4472,0.4781206
280,180.0326,96.16422,493.06577,0.022721324
281,312.2315,167.77895,477.86676,0.2592282
282,605.8605,258.2268,476.287,0.76561505
283,548.9652,354.61224,537.307,0.7278256
284,607.17346,483.39523,406.34647,0.9001348
285,352.60657,456.32224,368.54028,0.5676072
286,390.72488,152.8566,504.9113,0.37516308
287,279.67346,400.64273,413.99017,0.44369534
288,573.3104,65.09868,464.79263,0.665908
289,364.71432,524.1381,390.1844,0.65172565
290,620.0178,274.11145,393.14648,0.7950957
291,230.598,200.86475,490.55536,0.18118651
292,424.94125,279.99213,506.84628,0.49749777
293,226.33292,150.34499,495.56738,0.12719439
294,297.41556,535.6001,532.08875,0.6132517
295,171.44719,371.9994,474.2909,0.35704452
296,495.91922,473.47906,458.7786,0.74439985
297,530.9973,257.09518,434.51407,0.6455745
298,271.58417,310.95667,285.9286,0.33688334
299,591.96265,67.46551,508.14847,0.69778115
300,558.8003,370.93732,472.4511,0.75278306
301,362.75275,298.11182,400.45587,0.4260112
302,275.23117,57.859634,337.39246,0.15775964
303,174.87999,253.84613,517.022,0.20815763
304,280.93243,143.04102,523.03577,0.19728106
305,449.44388,86.64557,499.6882,0.45670086
306,334.83307,136.93115,456.89835,0.27838784
307,494.15594,176.59918,532.29065,0.55280316
308,205.78964,318.14966,439.48386,0.29976574
309,273.33087,58.034275,476.42825,0.1545366
310,197.42722,423.353,313.41345,0.42778224
311,519.75635,530.53326,484.4056,0.8239355
312,514.6202,268.1635,375.05435,0.6254728
313,305.06177,62.93437,50.0,0.20891018
314,415.29572,474.206,465.94873,0.6499641
315,425.53033,298.23764,473.6749,0.5110481
316,156.81723,530.87756,223.25279,0.5581788
317,200.81682,517.1151,218.98761,0.546838
318,502.42706,466.47534,302.6021,0.74665964
319,372.86957,317.59756,356.71124,0.4554114
320,338.19623,182.59781,349.78098,0.30716553
321,279.3318,540.4176,216.82748,0.60807085
322,229.11797,322.1954,473.37463,0.31724504
323,219.13214,369.83865,492.42688,0.36941367
324,287.80887,107.25058,500.12878,0.19033256
325,194.35214,272.0727,539.45386,0.23792237
326,546.72565,447.80612,495.05948,0.7901361
327,258.2533,447.74023,485.86542,0.48464662
328,350.84106,448.22507,412.38538,0.55734956
329,588.7019,111.66905,495.63974,0.69610745
330,413.76727,225.4279,402.1846,0.44672787
331,220.58356,423.69556,497.414,0.4363832
332,513.29785,193.06088,496.067,0.58996075
333,522.34924,462.38403,481.7535,0.7690494
334,442.26587,455.5887,482.78705,0.6629761
335,357.48697,408.8406,421.3894,0.52321714
336,221.89243,391.80563,424.1617,0.39765272
337,257.0996,442.44055,450.28693,0.47762093
338,153.72594,150.85,432.57593,0.0734312
339,448.22205,499.10623,393.4945,0.7106603
340,637.3176,549.0247,407.78555,0.9912247
341,377.75824,115.93363,505.33206,0.34149957
342,465.74008,232.4832,436.70822,0.53085506
343,575.20245,426.02084,426.97986,0.8137665
344,297.19388,455.29266,466.42282,0.5194455
345,413.58542,438.9074,433.63736,0.6140575
346,561.47437,361.62766,524.46875,0.7507837
347,434.44168,337.1919,386.18195,0.5523402
348,176.78468,257.3852,388.3825,0.21315137
349,478.83572,479.4335,421.62662,0.72847956
350,274.4031,335.33865,512.70374,0.3660131
351,358.46988,508.75443,503.54065,0.6294245
352,566.3462,254.25839,365.47263,0.7004485
353,483.93988,491.98563,373.75702,0.7459158
354,318.11603,233.22255,462.32043,0.31443623
355,557.0752,289.2506,412.92783,0.7025333
356,360.62225,57.428177,526.12585,0.3031947
357,253.0054,450.49744,419.91583,0.48497698
358,288.3246,139.05215,514.739,0.20619324
359,394.9748,469.10336,343.1782,0.6231343
360,510.18793,448.85385,390.52652,0.7420724
361,337.05743,485.84796,473.84247,0.5857031
362,285.06006,132.70169,394.8128,0.19769423
363,280.01227,472.8475,426.2781,0.52792156
364,605.97626,407.75726,531.7761,0.84591883
365,471.22614,527.3377,529.5241,0.76364374
366,203.91534,380.6708,477.27707,0.37643126
367,418.44858,520.4851,445.4988,0.6994804
368,465.0007,75.567764,461.31708,0.4820393
369,515.1538,507.29102,477.79147,0.7977758
370,332.2599,50.86217,484.8354,0.25469354
371,378.9179,360.2437,525.1522,0.50048596
372,448.6098,50.832253,496.28394,0.4530385
373,265.69116,156.59833,513.83826,0.18412368
374,257.51013,478.7835,504.47958,0.52161497
375,510.56662,182.07924,412.09055,0.5816308
376,251.65326,207.83533,504.696,0.21034531
377,322.56696,253.7923,485.8656,0.3372304
378,331.4842,359.36832,446.36234,0.44618237
379,309.6693,104.42834,443.66824,0.22517304
380,482.2329,483.3727,519.2157,0.7361338
381,150.31554,116.794785,518.42285,0.029807547
382,454.52237,83.03338,423.4329,0.46491796
383,378.45645,374.2943,531.69183,0.5128588
384,469.1187,317.742,435.2441,0.5868882
385,190.976,298.4124,414.76834,0.26920325
386,342.12686,141.15662,484.03592,0.2919103
387,552.8661,511.33704,468.98148,0.8490869
388,499.1213,255.29192,458.2754,0.5946554
389,227.51797,93.89413,406.04626,0.08792796
390,625.4616,364.81555,507.21545,0.8490427
391,236.81525,149.4296,407.91946,0.13953994
392,445.813,468.02475,390.70255,0.67863226
393,324.7066,455.6642,461.6519,0.54182583
394,156.02365,224.97853,444.83173,0.16807619
395,339.9895,199.89235,526.2085,0.32063195
396,168.78914,328.822,438.87482,0.3017778
397,437.8139,322.87567,440.61447,0.54616874
398,284.54474,183.36787,496.27182,0.23016231
399,531.2704,228.88388,512.41895,0.63321614
400,504.31757,480.1575,471.18753,0.7607169
401,289.18048,165.17691,430.0407,0.22360633
402,498.5326,91.36113,441.70667,0.540584
403,343.8844,174.11656,471.1877,0.31093678
404,196.38895,149.43106,310.88974,0.094201505
405,308.19995,215.43585,509.76083,0.28705284
406,400.14908,476.28973,269.87207,0.63578993
407,371.76718,519.9813,437.55222,0.65353113
408,276.80515,414.35724,434.8332,0.45735735
409,320.0122,408.3407,460.23987,0.4860002
410,286.68195,51.91893,524.5596,0.17701428
411,488.45837,530.8068,325.7985,0.7867809
412,523.7671,384.17435,535.49475,0.71119523
413,292.90704,84.04817,510.48926,0.19164559
414,287.17438,200.46213,347.06354,0.24714811
415,185.09021,517.66077,451.64847,0.5442417
416,476.05038,290.75104,473.90613,0.5795353
417,241.97693,266.5252,474.75958,0.26235387
418,514.1167,130.4484,449.6541,0.57332456
419,204.14258,280.74036,474.13577,0.25320575
420,283.23602,269.9683,503.39645,0.30571908
421,407.73532,138.73662,486.94635,0.3979859
422,504.39728,438.51202,508.94962,0.7260601
423,182.82985,64.89843,513.8301,0.0034476467
424,611.3877,121.43329,395.01047,0.7359281
425,535.56555,449.24835,448.8957,0.7761321
426,389.81122,264.28452,361.47382,0.43634602
427,559.20703,332.47934,464.54874,0.72964627
428,328.56934,251.40903,414.529,0.34297556
429,507.6777,103.14449,528.6732,0.55761874
430,203.94696,248.03241,361.44138,0.21357442
431,404.58154,81.265396,478.17752,0.3799148
432,305.17917,443.80457,341.55005,0.51251
433,186.94702,117.43494,197.18748,0.05133008
434,561.8567,540.2826,505.0549,0.88493687
435,301.93182,266.3829,331.85382,0.3232019
436,268.5481,111.77635,487.82486,0.1612959
437,165.17336,409.71063,386.21655,0.4042418
438,568.0279,114.98475,526.9163,0.66155523
439,199.71342,482.25146,490.85507,0.5025753
440,459.36957,153.85797,107.136185,0.48804256
441,621.99445,83.858475,337.37576,0.74983567
442,306.6961,305.40735,381.23325,0.36602893
443,535.2702,253.65178,475.68295,0.65069085
444,604.12463,513.21497,436.498,0.9185234
445,242.56984,532.12537,461.41663,0.5796826
446,523.88904,357.08026,511.29443,0.6926767
447,150.0,174.77638,270.93878,0.10376997
448,647.0459,120.69251,495.99472,0.79623026
449,583.63257,474.57852,285.964,0.8610125
450,256.26254,142.31192,451.10983,0.1606069
451,282.44397,506.68604,509.03064,0.5695511
452,641.12744,410.8851,447.7734,0.89997196
453,355.91943,188.41888,510.63266,0.33741206
454,633.7427,540.2448,539.9206,0.9795843
455,536.24207,120.105286,376.92133,0.60862994
456,259.2243,85.07471,477.87158,0.13574737
457,528.3629,154.97023,468.12064,0.6029822
458,300.8838,273.8694,272.73846,0.32903194
459,422.59952,319.7376,436.60406,0.5228307
460,523.4436,518.2262,489.27432,0.81762713
461,590.7135,229.05098,482.05374,0.729569
462,598.5906,67.15391,415.9474,0.70906264
463,604.575,531.443,377.16962,0.933418
464,533.8252,86.95806,338.0641,0.600088
465,649.1813,324.7822,441.20245,0.86474925
466,480.194,140.7561,395.17462,0.5188934
467,511.09363,391.8945,461.9913,0.69900334
468,314.73227,514.58344,486.29282,0.60057664
469,413.27637,149.98737,528.85614,0.4108821
470,506.99527,222.44539,523.3655,0.5914847
471,506.69757,483.35535,455.93564,0.7664634
472,206.87808,205.75679,463.07126,0.16582777
473,321.4583,240.41454,457.58002,0.3246719
474,265.57996,504.4595,503.96893,0.55705065
475,197.87378,190.57796,379.83466,0.141764
476,212.02762,423.58075,444.93283,0.43286675
477,380.9301,350.88837,541.1559,0.49449378
478,542.953,547.6647,482.93307,0.8675924
479,393.16406,296.13705,526.5585,0.46462348
480,212.63321,59.96153,513.1653,0.051649027
481,375.9897,282.04337,379.02103,0.43044442
482,286.1861,509.09793,408.19553,0.57474476
483,537.8063,328.5647,522.45483,0.6950545
484,584.94824,134.46481,415.95523,0.693415
485,346.69574,299.898,429.23648,0.4073268
486,510.07004,131.34918,523.7813,0.566714
487,288.7383,149.17064,434.29227,0.21270438
488,396.06,140.78134,415.96164,0.37944454
489,202.88203,72.545364,490.0602,0.03894894
490,648.6011,350.26797,481.3773,0.87674385
491,612.15,456.5217,338.82758,0.88776785
492,158.20862,208.87228,218.95576,0.14778756
493,513.68494,473.9197,521.96533,0.7673431
494,153.2247,455.89355,403.22592,0.4624339
495,493.254,59.938225,483.4571,0.52930564
496,405.55676,145.42378,522.4447,0.3966318
497,365.6786,82.393555,408.05286,0.3141042
498,152.93112,225.63487,528.8563,0.16872
499,547.9352,382.91324,488.1817,0.7448903
500,306.34732,206.39651,463.16046,0.2775225
501,288.35217,492.06177,439.2825,0.5560104
502,381.51172,538.7185,419.15018,0.68261206
503,371.31683,461.2284,369.72446,0.5909075
504,514.08484,153.28323,418.14798,0.57872343
505,473.26172,205.97687,462.48676,0.5302598
506,331.94373,436.98322,405.74484,0.52775735
507,588.7783,199.2875,405.7723,0.7161324
508,492.27246,435.03445,225.21124,0.70733416
509,535.72003,54.943703,470.4827,0.60157824
510,607.98706,354.78964,459.80594,0.81667477
511,538.5938,222.31122,492.1451,0.6423056
512,247.7312,61.888035,419.78122,0.11138425
513,231.44525,477.40686,452.74854,0.50735396
514,316.27002,101.896805,456.19095,0.23531726
515,535.5077,339.34885,527.20215,0.69826066
516,589.6516,93.78328,502.04907,0.6956432
517,425.5306,383.56674,527.64087,0.5784446
518,582.48505,514.3806,347.99274,0.89041007
519,542.3621,139.99026,389.13876,0.6228362
520,346.4744,362.24722,431.91962,0.4651345
521,190.1809,174.89276,384.5263,0.11815627
522,239.80789,98.50296,427.30173,0.109520756
523,490.77682,113.45242,532.08203,0.53069305
524,385.04807,477.0961,376.5379,0.62104475
525,238.09988,459.72662,433.85223,0.48855588
526,178.2565,364.97998,420.14673,0.34935704
527,302.91583,454.41678,402.15625,0.52277344
528,170.4937,424.1645,414.9083,0.4232381
529,331.7318,230.51059,374.1651,0.33060116
530,441.7187,415.51807,453.3606,0.6263718
531,457.65057,420.46878,470.80685,0.65063316
532,217.82285,429.96954,492.63794,0.44303083
533,566.78516,82.296524,485.9428,0.6557575
534,244.40063,329.20676,498.268,0.3355873
535,170.99469,164.33578,348.25693,0.09488472
536,338.37335,134.78989,432.11807,0.2831921
537,285.4884,420.90433,506.3546,0.4712665
538,391.7022,294.6585,345.8191,0.46149805
539,478.38522,385.2885,384.90512,0.6491132
540,323.45282,511.78174,405.00974,0.60388243
541,512.0062,272.773,348.27673,0.62385577
542,240.9675,346.83502,234.06429,0.3539295
543,598.08246,514.79517,491.55875,0.91159546
544,454.4133,307.25925,399.38922,0.55855143
545,568.183,526.80994,489.47675,0.8817596
546,387.84882,131.01973,377.55927,0.362699
547,618.1555,407.36966,467.63934,0.8636293
548,582.1565,294.024,411.0221,0.7441962
549,595.2731,231.22331,427.31766,0.73781246
550,531.6423,484.02997,466.42276,0.79894817
551,536.3175,81.62735,422.35437,0.60386264
552,457.99277,416.76044,480.7106,0.6479076
553,362.70477,203.0464,484.33243,0.35631332
554,177.19254,202.81981,465.94852,0.14508635
555,223.8196,112.40132,420.28842,0.09344251
556,494.60663,476.50418,510.8671,0.7453713
557,203.42844,218.95169,442.10303,0.17871748
558,287.951,351.43863,380.4093,0.3954869
559,327.803,156.27072,513.5288,0.27646825
560,215.13736,386.6323,515.71716,0.38827518
561,509.47186,465.88956,488.39838,0.7552003
562,305.75543,472.12943,525.1524,0.5451535
563,525.4142,426.37967,526.6631,0.74467075
564,334.57764,528.14014,137.07063,0.63108313
565,555.8596,273.1813,347.07816,0.692577
566,634.6639,128.13016,466.90793,0.77634245
567,428.94586,66.830475,434.28055,0.42005116
568,620.93506,208.29436,499.27347,0.7720925
569,455.17062,283.27777,473.75217,0.5438462
570,598.8882,296.56995,479.8903,0.7717655
571,233.91193,525.3213,457.58142,0.5677192
572,542.8164,270.81302,411.963,0.67089367
573,247.39648,361.4839,407.49255,0.37538847
574,230.12198,84.266754,533.56885,0.08773373
575,476.20782,385.2294,498.06018,0.6461231
576,582.2701,349.0275,542.52026,0.77426773
577,590.31274,470.6081,487.39618,0.86726105
578,325.2923,534.9281,482.64865,0.6317591
579,486.30243,136.10434,535.58826,0.5279368
580,562.66504,383.46393,408.49023,0.7666343
581,626.67523,172.13911,519.2936,0.7716139
582,180.91249,143.30676,468.99136,0.07490485
583,316.82022,439.80182,388.9566,0.51758313
584,419.27048,499.9888,461.16113,0.67972636
585,475.18777,86.68602,292.36124,0.5004155
586,211.19202,103.21613,490.8505,0.0690052
587,519.0558,202.81432,435.87042,0.6029708
588,448.74985,446.58087,517.1125,0.6625329
589,291.57465,379.57343,531.16846,0.42951974
590,220.31668,145.20482,401.8693,0.11530925
591,241.09564,294.77112,333.71518,0.29347485
592,289.27435,372.19803,426.0528,0.4194089
593,625.4441,296.21545,360.4444,0.813626
594,580.11914,267.403,363.46704,0.7283151
595,170.34882,83.37236,514.66364,-3.8706543E-4
596,182.23973,307.537,474.2271,0.27778333
597,223.08006,314.95197,469.69437,0.30495647
598,292.46527,90.26038,478.55206,0.19245636
599,285.12018,399.41812,521.556,0.4464893
